employee_id,age,experience_years,education,city,company_size,hours_worked_per_week,certifications,remote_work,performance_rating,salary
9234,51,23,Bachelor,Chennai,1760,34,3,No,3.68,2170500
9235,58,21,High School,Delhi,4678,53,6,Yes,4.03,2157900
9236,38,13,Diploma,Chennai,4932,47,9,Yes,3.28,1653900
9237,41,9,Diploma,Kochi,1428,43,4,Yes,3.35,1157800
9238,49,17,Bachelor,Coimbatore,4407,48,9,Yes,3.49,1972000
9239,23,2,Diploma,Kochi,1116,53,1,No,3.51,798600
9240,31,4,Master,Bangalore,2226,39,8,No,4.62,1237400
9241,59,19,Bachelor,Pune,1172,40,7,Yes,3.14,2053400
9242,39,14,Master,Hyderabad,2900,51,2,Yes,3.58,1704800
9243,35,3,Bachelor,Chennai,1293,40,10,Yes,4.75,1051900
9244,30,5,Bachelor,Mumbai,3645,59,10,Yes,2.44,1209000
9245,40,8,Bachelor,Hyderabad,3564,46,5,No,2.95,1248700
9246,44,16,Master,Hyderabad,4268,38,3,Yes,2.9,1731000
9247,39,11,Diploma,Kochi,2192,54,5,Yes,2.47,1415000
9248,35,5,PhD,Pune,2041,33,10,No,2.88,1259000
9249,36,9,Diploma,Kochi,1422,40,10,No,4.36,1326600
9250,55,23,Bachelor,Delhi,1541,32,4,No,3.37,2111500
9251,60,20,Bachelor,Chennai,1436,54,4,No,2.15,2033200
9252,25,4,Diploma,Chennai,2621,53,4,Yes,4.83,1121000
9253,51,21,Bachelor,Coimbatore,4596,39,4,Yes,4.24,2293700
9254,24,0,Master,Kochi,444,45,4,No,4.42,917600
9255,57,18,Bachelor,Mumbai,1175,35,8,Yes,4.55,1988200
9256,31,4,Master,Chennai,4381,32,7,Yes,3.49,1212000
9257,44,11,Bachelor,Pune,4861,39,2,No,3.71,1405800
9258,32,7,Bachelor,Bangalore,877,56,2,Yes,2.74,968100
9259,41,12,Bachelor,Pune,3640,38,10,No,3.29,1603200
9260,32,9,High School,Bangalore,2740,38,4,Yes,2.73,1050800
9261,60,15,Bachelor,Coimbatore,2736,47,4,Yes,3.4,1618100
9262,21,0,Master,Chennai,3130,50,2,Yes,3.8,908900
9263,30,6,Bachelor,Delhi,2961,34,3,Yes,2.78,1047100
9264,27,3,Bachelor,Kochi,1731,45,1,Yes,3.74,853200
9265,58,24,Master,Hyderabad,2122,48,5,No,4.37,2490800
9266,55,19,Master,Bangalore,894,54,2,Yes,3.77,2035000
9267,38,12,Bachelor,Bangalore,746,44,10,Yes,2.62,1449100
9268,37,7,Diploma,Chennai,4673,30,1,Yes,4.55,1082200
9269,52,25,High School,Chennai,1912,43,3,Yes,2.67,2211100
9270,37,7,Master,Chennai,1829,52,2,No,4.34,1376600
9271,28,0,Bachelor,Kochi,292,42,7,Yes,2.82,654200
9272,60,23,Master,Pune,1524,31,1,Yes,4.1,2225800
9273,35,9,Master,Pune,651,58,0,No,2.45,1201300
9274,26,5,Bachelor,Bangalore,3401,54,9,No,2.11,1188700
9275,57,23,Bachelor,Chennai,4446,52,8,Yes,3.86,2406000
9276,34,9,Bachelor,Chennai,4778,50,1,No,3.17,1345400
9277,45,8,Bachelor,Delhi,3333,58,2,No,2.98,1317500
9278,42,10,Master,Bangalore,440,49,0,No,2.46,1341000
9279,53,17,Bachelor,Pune,3897,60,9,No,4.43,2169800
9280,52,17,Bachelor,Bangalore,2334,37,0,Yes,2.58,1683600
9281,39,7,Bachelor,Hyderabad,3994,38,6,No,2.51,1240400
9282,27,0,Bachelor,Delhi,2719,54,7,No,2.02,767700
9283,53,12,Diploma,Kochi,1767,57,9,Yes,2.46,1477700
9284,45,13,Diploma,Mumbai,4712,41,10,Yes,3.21,1715600
9285,42,8,Master,Kochi,1918,32,8,No,3.92,1363400
9286,54,23,Bachelor,Hyderabad,1582,58,5,Yes,3.77,2274000
9287,22,1,Bachelor,Chennai,2746,57,10,Yes,3.0,880800
9288,43,10,Bachelor,Bangalore,1293,35,5,Yes,3.0,1281200
9289,42,12,Bachelor,Delhi,4440,52,8,No,3.71,1717700
9290,29,0,Master,Mumbai,836,53,1,Yes,3.8,777000
9291,59,20,Diploma,Pune,3242,59,2,No,3.68,1965600
9292,23,1,Master,Pune,2055,57,7,Yes,4.92,1119400
9293,32,3,Master,Hyderabad,4407,44,2,Yes,3.61,1087500
9294,44,10,Master,Kochi,3456,41,4,No,4.25,1624500
9295,24,3,Bachelor,Kochi,4986,40,8,Yes,2.04,1010500
9296,37,5,High School,Delhi,4538,51,4,Yes,4.82,1112600
9297,43,17,Diploma,Kochi,1626,49,9,Yes,2.3,1719200
9298,50,17,High School,Kochi,4193,49,3,No,3.48,1862100
9299,24,1,Master,Bangalore,4674,48,5,Yes,3.75,1035000
9300,36,14,Master,Kochi,2451,52,5,No,2.92,1782400
9301,28,0,Bachelor,Pune,3257,41,1,No,4.59,933200
9302,53,17,Diploma,Delhi,4803,35,0,Yes,4.71,1828100
9303,27,3,Diploma,Hyderabad,2316,43,3,Yes,3.5,915100
9304,36,9,Bachelor,Coimbatore,1759,40,3,No,2.37,1197800
9305,49,17,High School,Mumbai,2978,46,7,No,3.65,1881600
9306,32,8,Bachelor,Mumbai,1616,36,1,Yes,3.24,1065000
9307,49,13,High School,Delhi,1558,53,6,Yes,4.49,1588100
9308,52,18,Diploma,Chennai,64,44,5,Yes,2.9,1705700
9309,36,8,Master,Coimbatore,69,38,6,Yes,4.68,1343600
9310,25,1,Diploma,Kochi,4152,46,3,Yes,2.34,666000
9311,27,6,Bachelor,Chennai,3404,38,1,No,4.62,1180300
9312,53,20,Diploma,Coimbatore,3527,59,3,Yes,4.88,2071000
9313,57,22,Diploma,Bangalore,4144,37,1,No,2.11,1833500
9314,55,17,Diploma,Bangalore,4303,53,7,No,2.64,1836100
9315,42,14,Bachelor,Hyderabad,3314,44,9,No,4.55,1853500
9316,34,6,Bachelor,Chennai,2787,36,3,Yes,2.96,1070900
9317,52,14,Bachelor,Coimbatore,3235,49,7,Yes,2.92,1791100
9318,32,7,Bachelor,Delhi,4300,49,0,Yes,4.15,1210200
9319,52,19,Diploma,Mumbai,268,34,4,Yes,4.57,1769700
9320,51,14,Bachelor,Hyderabad,4315,52,10,No,3.67,1838000
9321,48,11,Bachelor,Bangalore,3554,48,6,Yes,2.27,1420500
9322,57,19,High School,Bangalore,855,47,4,Yes,3.08,1758400
9323,32,6,Master,Coimbatore,2745,46,9,Yes,2.21,1218400
9324,27,1,Bachelor,Bangalore,2326,59,6,Yes,4.45,949500
9325,59,20,Bachelor,Bangalore,3660,56,7,No,4.51,2280800
9326,47,13,High School,Hyderabad,272,36,2,Yes,3.03,1332800
9327,55,22,Master,Hyderabad,4377,35,8,No,3.96,2360100
9328,52,19,Bachelor,Delhi,3064,31,10,No,3.58,2075000
9329,56,25,Bachelor,Delhi,217,49,4,Yes,4.09,2374900
9330,45,12,High School,Coimbatore,3178,44,9,No,3.47,1416400
9331,51,14,Master,Chennai,247,42,1,No,3.49,1719200
9332,60,24,Bachelor,Bangalore,3965,54,0,Yes,2.18,2145100
9333,45,13,Diploma,Pune,4907,32,1,No,3.66,1407400
9334,37,10,Diploma,Bangalore,2018,38,8,No,4.64,1525200
9335,32,11,Bachelor,Pune,2700,34,4,Yes,2.87,1350600
9336,58,19,Diploma,Mumbai,4603,46,0,No,2.92,1823600
9337,54,18,Diploma,Coimbatore,3483,37,7,No,2.52,1791800
9338,56,21,Master,Chennai,2462,34,4,Yes,2.92,1960900
9339,32,11,Master,Bangalore,2106,36,0,Yes,2.81,1341800
9340,22,0,Master,Kochi,4859,52,8,No,3.32,1050300
9341,57,19,Bachelor,Kochi,919,38,0,Yes,4.32,1945800
9342,38,9,Master,Kochi,244,30,5,Yes,2.55,1194500
9343,56,21,Bachelor,Coimbatore,2449,47,6,No,2.21,1945700
9344,25,4,Master,Pune,3040,44,7,Yes,3.76,1188500
9345,49,22,Diploma,Mumbai,714,35,10,No,2.16,1907900
9346,36,8,Diploma,Coimbatore,867,33,0,Yes,2.98,1000200
9347,30,4,Bachelor,Pune,4619,44,3,Yes,4.84,1098500
9348,25,3,Bachelor,Chennai,2915,31,4,No,3.09,785400
9349,55,19,Master,Kochi,1199,54,7,Yes,2.61,2099800
9350,29,4,Diploma,Hyderabad,3269,41,3,No,2.71,825500
9351,35,13,Bachelor,Chennai,2052,60,7,No,2.54,1567100
9352,36,5,Master,Mumbai,1531,31,8,No,3.39,1229500
9353,41,16,Diploma,Mumbai,2510,36,10,No,3.11,1757000
9354,57,26,Diploma,Coimbatore,3471,58,3,No,3.31,2388700
9355,54,19,Bachelor,Pune,3973,54,0,No,4.23,2077400
9356,42,11,Master,Pune,4355,60,4,Yes,4.87,1809000
9357,47,11,High School,Delhi,4192,57,10,No,3.07,1582700
9358,50,15,PhD,Coimbatore,2898,51,9,Yes,4.33,2108800
9359,24,2,Diploma,Delhi,257,41,2,No,4.78,784900
9360,58,22,Bachelor,Bangalore,115,44,9,Yes,4.05,2303000
9361,53,26,Bachelor,Chennai,4611,45,4,No,3.22,2404900
9362,38,6,Diploma,Hyderabad,4532,37,0,Yes,3.72,1008400
9363,23,0,Bachelor,Bangalore,3535,31,2,Yes,2.44,586300
9364,38,7,High School,Hyderabad,3855,44,1,Yes,4.28,1049400
9365,22,1,Bachelor,Pune,1404,41,5,Yes,2.46,662400
9366,34,7,PhD,Pune,1862,49,3,Yes,4.8,1462800
9367,48,18,Bachelor,Mumbai,107,56,0,Yes,4.46,1914600
9368,38,11,High School,Mumbai,3954,37,8,Yes,4.3,1430600
9369,34,2,Bachelor,Hyderabad,4259,30,10,No,4.38,1109400
9370,22,0,Bachelor,Mumbai,100,47,10,No,3.49,857800
9371,49,21,High School,Hyderabad,3662,40,7,No,4.77,2152100
9372,51,16,PhD,Bangalore,3573,38,9,Yes,2.38,1935600
9373,40,12,Master,Kochi,3127,40,3,No,4.71,1662900
9374,51,24,Bachelor,Chennai,3677,35,8,No,2.39,2201500
9375,43,15,Diploma,Hyderabad,897,57,3,Yes,4.37,1628400
9376,36,4,Bachelor,Hyderabad,4017,39,6,Yes,2.48,920000
9377,31,7,Bachelor,Pune,3318,57,10,Yes,4.27,1474600
9378,60,22,Bachelor,Coimbatore,3190,57,9,No,2.59,2221800
9379,33,12,PhD,Delhi,4613,38,4,No,3.37,1773000
9380,58,21,Master,Coimbatore,892,58,6,No,3.12,2308000
9381,45,12,Bachelor,Kochi,2528,50,8,Yes,4.37,1675000
9382,22,0,Bachelor,Chennai,4527,32,5,No,2.16,608500
9383,45,14,Diploma,Delhi,3162,51,2,No,4.87,1692000
9384,39,10,Bachelor,Delhi,2633,32,4,No,3.36,1327600
9385,31,3,High School,Delhi,3456,31,5,Yes,3.15,741600
9386,26,5,Bachelor,Bangalore,4903,45,6,No,4.18,1187200
9387,35,11,Diploma,Coimbatore,4860,41,6,Yes,2.97,1427800
9388,22,0,Bachelor,Delhi,537,40,7,Yes,4.42,697000
9389,32,6,Master,Chennai,2892,36,6,Yes,3.3,1291500
9390,58,22,Bachelor,Kochi,4944,31,5,Yes,3.13,2105300
9391,43,10,Bachelor,Bangalore,4828,56,0,Yes,4.36,1519200
9392,27,0,Bachelor,Hyderabad,879,60,1,No,3.26,712100
9393,36,6,Bachelor,Kochi,286,42,7,No,2.42,930000
9394,50,16,Bachelor,Bangalore,1449,49,7,Yes,3.06,1737900
9395,55,18,Bachelor,Hyderabad,4229,45,5,No,4.98,2123900
9396,54,20,Bachelor,Coimbatore,2501,32,8,Yes,3.94,2084500
9397,40,10,High School,Mumbai,4444,36,9,Yes,3.41,1340400
9398,33,10,High School,Kochi,2672,51,7,No,3.73,1330600
9399,24,0,Bachelor,Hyderabad,4738,38,3,Yes,2.23,705600
9400,59,17,Bachelor,Hyderabad,3981,36,0,No,2.75,1768700
9401,60,26,Master,Coimbatore,1743,39,8,No,4.36,2559900
9402,47,11,PhD,Chennai,481,52,10,No,2.77,1714900
9403,58,22,Master,Hyderabad,4049,58,0,No,3.1,2319300
9404,25,0,Bachelor,Mumbai,1897,39,4,No,3.2,749900
9405,28,0,Master,Bangalore,3357,34,3,Yes,2.55,602700
9406,38,8,Master,Bangalore,1755,52,2,Yes,2.39,1232900
9407,52,21,Master,Coimbatore,2775,35,2,No,4.81,2332200
9408,41,10,Diploma,Hyderabad,1164,48,3,Yes,4.62,1412300
9409,28,7,Bachelor,Delhi,810,57,4,No,4.49,1342100
9410,56,18,High School,Mumbai,4506,43,6,Yes,4.06,1964300
9411,27,1,Diploma,Pune,3802,44,0,Yes,2.92,657700
9412,53,20,High School,Mumbai,2436,42,3,No,3.61,1913900
9413,29,8,Master,Bangalore,4068,57,9,Yes,2.16,1471600
9414,51,23,Bachelor,Hyderabad,3864,41,3,Yes,2.64,2174600
9415,42,9,Master,Mumbai,3215,30,1,Yes,4.2,1409200
9416,53,20,Master,Delhi,1532,60,9,No,4.1,2289300
9417,35,9,Bachelor,Hyderabad,3515,48,7,Yes,3.42,1476200
9418,32,7,High School,Coimbatore,1996,36,10,Yes,3.6,1083200
9419,26,2,Bachelor,Chennai,3689,47,3,No,4.56,936100
9420,43,16,Bachelor,Bangalore,1700,56,5,No,3.19,1783900
9421,46,10,Diploma,Coimbatore,2820,59,3,Yes,3.84,1296100
9422,46,12,High School,Hyderabad,2800,42,10,Yes,3.86,1514000
9423,49,15,Bachelor,Coimbatore,751,39,6,No,4.57,1705700
9424,33,12,Bachelor,Mumbai,153,57,5,No,3.08,1458600
9425,23,2,Diploma,Mumbai,4523,38,0,Yes,3.19,688100
9426,29,0,Bachelor,Mumbai,2149,45,9,Yes,3.59,805500
9427,59,18,PhD,Kochi,4297,48,8,Yes,2.43,2175200
9428,26,5,Bachelor,Delhi,1812,56,3,Yes,4.53,1206800
9429,44,10,Master,Delhi,166,56,9,No,3.98,1623000
9430,29,3,Diploma,Chennai,424,59,0,Yes,2.71,736200
9431,56,21,Master,Mumbai,920,35,6,Yes,2.03,2012600
9432,60,25,Diploma,Chennai,3675,51,10,Yes,3.78,2480200
9433,60,22,Bachelor,Mumbai,3719,38,6,Yes,4.94,2292000
9434,46,19,Bachelor,Coimbatore,3179,37,8,No,2.67,1971000
9435,26,0,Bachelor,Delhi,2593,54,4,No,2.04,664100
9436,23,0,Bachelor,Chennai,3641,33,2,No,3.7,669900
9437,27,6,Diploma,Delhi,4130,46,7,Yes,2.25,1059500
9438,41,9,Diploma,Pune,915,41,2,Yes,4.93,1194900
9439,31,4,Master,Hyderabad,302,47,10,Yes,2.56,1010300
9440,52,23,Bachelor,Pune,4888,32,9,Yes,4.84,2385800
9441,27,5,Bachelor,Chennai,826,56,7,Yes,4.57,1202200
9442,37,11,Master,Coimbatore,4723,50,5,Yes,4.29,1709900
9443,56,24,Master,Chennai,4378,58,2,No,4.48,2466700
9444,53,23,Bachelor,Pune,4465,35,9,Yes,3.78,2392800
9445,59,26,Bachelor,Bangalore,4900,47,10,Yes,3.45,2560700
9446,21,0,Master,Bangalore,4726,53,7,No,2.03,843900
9447,49,16,PhD,Mumbai,3895,50,8,Yes,2.26,2061400
9448,50,16,Master,Bangalore,2343,41,5,Yes,3.06,1804800
9449,40,8,Bachelor,Chennai,1115,38,4,No,2.91,1094500
9450,30,0,Bachelor,Delhi,1201,52,5,Yes,4.81,853000
9451,57,23,PhD,Chennai,4654,30,4,Yes,3.99,2565500
9452,43,8,Bachelor,Hyderabad,4933,48,1,Yes,4.16,1313200
9453,51,18,Bachelor,Hyderabad,2275,38,1,No,4.28,1898000
9454,35,11,Bachelor,Mumbai,2647,55,9,Yes,2.08,1603900
9455,21,0,Bachelor,Delhi,4356,52,5,Yes,4.84,978000
9456,52,20,Bachelor,Delhi,4649,60,8,No,3.25,2212100
9457,22,0,Master,Kochi,2119,43,9,Yes,2.34,791400
9458,47,14,Master,Coimbatore,99,32,10,No,2.21,1673900
9459,44,14,Bachelor,Bangalore,3632,45,5,No,4.82,1838000
9460,53,19,Diploma,Delhi,4120,60,7,No,3.15,2012200
9461,46,10,High School,Kochi,1989,54,2,Yes,3.16,1161700
9462,31,3,Bachelor,Chennai,3725,31,1,Yes,4.34,959000
9463,28,1,Bachelor,Coimbatore,4338,31,3,Yes,3.99,730400
9464,29,5,Bachelor,Delhi,4394,42,4,Yes,4.46,1230300
9465,52,22,High School,Chennai,3976,55,1,No,4.63,2209200
9466,47,16,Bachelor,Coimbatore,1395,38,4,Yes,4.31,1792700
9467,26,3,Bachelor,Pune,111,59,3,Yes,4.42,842800
9468,44,16,Bachelor,Bangalore,2565,53,6,Yes,2.03,1651000
9469,45,13,Master,Hyderabad,3312,56,3,Yes,2.85,1767100
9470,37,10,Bachelor,Mumbai,2283,57,2,No,2.32,1376800
9471,44,13,High School,Hyderabad,2573,30,9,No,2.94,1500300
9472,46,17,PhD,Mumbai,1788,33,1,Yes,3.92,1993200
9473,21,0,Bachelor,Mumbai,531,54,10,Yes,3.82,770700
9474,37,10,Bachelor,Hyderabad,323,39,3,Yes,4.12,1346400
9475,21,0,High School,Delhi,265,59,4,No,3.63,649900
9476,51,15,Bachelor,Pune,2341,43,10,No,2.44,1736900
9477,48,11,Bachelor,Pune,2791,53,1,Yes,3.35,1438800
9478,36,5,High School,Hyderabad,3042,49,3,No,3.47,985700
9479,39,8,Bachelor,Bangalore,2885,36,9,No,4.74,1533300
9480,23,0,Master,Mumbai,62,50,1,No,2.26,602400
9481,39,11,Bachelor,Pune,3243,47,9,No,2.95,1489700
9482,26,0,Master,Pune,2359,49,3,Yes,4.17,888600
9483,51,14,Bachelor,Bangalore,26,49,3,Yes,3.85,1625500
9484,45,15,Bachelor,Kochi,3995,46,9,Yes,4.8,2023700
9485,58,28,Diploma,Bangalore,2178,34,1,Yes,4.98,2447900
9486,32,8,Bachelor,Chennai,2262,58,4,No,3.9,1347800
9487,21,0,Master,Bangalore,1030,60,2,No,3.76,783000
9488,46,19,Master,Delhi,3385,33,1,Yes,3.83,1973100
9489,43,13,Diploma,Kochi,1795,36,9,No,3.77,1588300
9490,44,10,Master,Coimbatore,3184,33,2,No,4.5,1534400
9491,47,11,Bachelor,Hyderabad,2568,53,1,Yes,2.18,1409800
9492,57,20,Master,Bangalore,4213,32,10,Yes,3.24,2210100
9493,30,8,Bachelor,Chennai,1405,54,0,Yes,2.28,1097700
9494,49,16,Master,Pune,2181,44,7,Yes,2.21,1828900
9495,27,4,High School,Pune,69,53,8,No,3.75,931800
9496,35,5,Diploma,Mumbai,2703,41,5,Yes,3.74,1006500
9497,25,3,Master,Hyderabad,1111,43,6,No,2.13,1003000
9498,55,23,Master,Chennai,2927,43,9,No,3.8,2482000
9499,23,0,Bachelor,Mumbai,4049,33,4,Yes,3.06,733000
9500,32,9,Master,Bangalore,2607,46,2,No,2.66,1343400
9501,46,11,Master,Kochi,3975,56,10,No,2.79,1815000
9502,35,11,Bachelor,Bangalore,659,44,4,No,4.6,1518200
9503,27,1,Diploma,Delhi,2166,31,4,Yes,4.33,685500
9504,43,11,Master,Hyderabad,2835,39,1,Yes,4.32,1512400
9505,31,10,High School,Coimbatore,3914,47,1,No,2.61,1229200
9506,59,21,Bachelor,Coimbatore,4506,57,4,No,3.23,2132600
9507,43,15,Bachelor,Mumbai,2205,50,5,Yes,2.25,1635500
9508,53,19,Diploma,Kochi,1478,59,10,No,4.97,2122900
9509,56,19,Diploma,Pune,3917,51,4,Yes,2.94,2021000
9510,26,0,Master,Delhi,3961,50,3,Yes,2.44,805400
9511,33,5,Diploma,Hyderabad,151,51,0,Yes,3.64,861300
9512,36,7,Master,Kochi,1492,45,10,No,3.17,1290500
9513,58,21,Master,Mumbai,1056,49,3,Yes,3.29,2163400
9514,37,8,Master,Chennai,4275,34,6,Yes,3.45,1294000
9515,59,26,Master,Coimbatore,1806,32,1,No,2.08,2200900
9516,26,2,Master,Chennai,1572,43,0,Yes,3.26,815700
9517,55,22,Bachelor,Coimbatore,2954,52,8,No,3.75,2373100
9518,51,16,PhD,Hyderabad,4297,56,1,Yes,3.97,2122800
9519,58,23,Bachelor,Kochi,1874,41,5,Yes,2.69,2211700
9520,35,8,Bachelor,Kochi,1461,42,8,No,2.06,1309800
9521,55,18,Master,Mumbai,4564,42,10,Yes,2.32,2116900
9522,26,1,Bachelor,Chennai,412,39,10,Yes,2.31,723100
9523,58,19,Master,Pune,4885,42,0,No,2.58,1918000
9524,28,5,Master,Bangalore,2186,58,2,Yes,3.15,1195000
9525,28,4,Bachelor,Pune,2415,51,2,Yes,4.75,1114300
9526,28,2,Diploma,Bangalore,1523,47,10,No,2.27,741700
9527,44,10,Diploma,Coimbatore,3099,41,10,No,4.43,1438700
9528,32,9,Master,Mumbai,1366,40,4,No,3.07,1335700
9529,41,10,Master,Hyderabad,4888,54,8,No,3.98,1720400
9530,54,22,Bachelor,Hyderabad,4254,33,7,Yes,2.49,2095400
9531,48,17,Bachelor,Hyderabad,2435,56,10,Yes,2.24,1919100
9532,49,19,Master,Mumbai,3537,32,10,Yes,3.56,2199300
9533,31,8,Bachelor,Delhi,668,49,4,Yes,4.35,1259100
9534,47,18,Bachelor,Delhi,279,57,5,No,3.14,1842300
9535,30,0,Bachelor,Pune,1681,47,4,Yes,3.74,685600
9536,48,19,Bachelor,Bangalore,2803,41,10,Yes,3.67,2183600
9537,53,18,Bachelor,Delhi,1974,46,4,No,4.97,2104000
9538,45,18,Diploma,Kochi,3550,60,1,Yes,4.75,1959000
9539,33,9,Master,Bangalore,2718,53,10,No,3.1,1591900
9540,21,0,Bachelor,Coimbatore,488,59,8,No,4.96,905900
9541,54,19,Diploma,Kochi,3858,53,6,No,4.6,2094500
9542,43,12,Bachelor,Hyderabad,497,59,10,Yes,3.57,1616600
9543,34,9,Bachelor,Kochi,2698,58,8,Yes,3.92,1548600
9544,59,27,Bachelor,Chennai,2870,51,3,No,3.26,2540400
9545,22,1,Diploma,Chennai,1712,30,7,Yes,4.11,699100
9546,23,0,Bachelor,Mumbai,1538,37,10,No,4.28,844700
9547,59,17,Master,Kochi,1958,46,9,No,3.9,2066700
9548,24,0,PhD,Pune,3274,40,4,No,3.32,960500
9549,47,15,High School,Chennai,4603,38,3,Yes,4.54,1662600
9550,48,16,Diploma,Coimbatore,2907,33,4,No,2.06,1465900
9551,24,3,High School,Delhi,4242,50,4,Yes,2.72,804400
9552,38,8,Master,Delhi,2129,30,1,No,3.38,1302800
9553,60,22,Bachelor,Mumbai,1046,40,3,Yes,2.95,2060700
9554,54,19,Master,Pune,2682,41,1,Yes,4.61,2008000
9555,47,16,High School,Pune,4573,51,7,No,2.97,1717700
9556,56,18,Bachelor,Chennai,3236,51,6,No,4.31,2046300
9557,33,10,Bachelor,Delhi,349,34,7,No,3.92,1383800
9558,33,8,Master,Mumbai,4196,32,7,No,4.71,1498200
9559,37,6,Bachelor,Bangalore,693,43,6,Yes,3.45,1174700
9560,38,9,Diploma,Bangalore,4771,49,1,No,2.59,1128800
9561,43,13,Bachelor,Chennai,3964,33,10,Yes,2.46,1575700
9562,23,1,Diploma,Hyderabad,3003,31,9,No,2.25,589500
9563,35,9,Bachelor,Kochi,1443,47,9,Yes,4.55,1456200
9564,56,17,Master,Hyderabad,4479,59,4,Yes,4.46,2091000
9565,50,15,Master,Pune,631,51,3,Yes,4.39,1839300
9566,37,11,Master,Chennai,443,51,2,Yes,4.56,1461900
9567,58,21,Diploma,Mumbai,2774,36,4,Yes,3.92,1970000
9568,22,0,Master,Bangalore,600,49,8,Yes,2.37,808500
9569,35,12,Diploma,Coimbatore,187,36,4,No,4.19,1405500
9570,55,18,High School,Mumbai,1742,46,0,No,4.69,1795900
9571,43,11,Master,Chennai,2744,54,10,No,4.01,1805800
9572,41,6,Bachelor,Hyderabad,3302,39,6,No,2.07,1015400
9573,31,6,Master,Pune,2253,33,9,Yes,3.97,1267500
9574,30,8,Bachelor,Pune,3061,57,7,No,2.66,1317600
9575,25,4,Master,Chennai,4324,33,0,Yes,4.37,1089500
9576,29,5,Diploma,Kochi,698,48,3,Yes,2.03,849900
9577,23,0,Master,Coimbatore,1717,57,9,No,4.14,1041900
9578,23,2,Master,Bangalore,3909,38,4,Yes,4.2,1041500
9579,50,20,Master,Chennai,4459,55,9,No,3.21,2324800
9580,48,18,Bachelor,Coimbatore,4209,46,3,No,3.53,2005800
9581,38,11,PhD,Kochi,2833,31,3,No,2.05,1567200
9582,59,24,Bachelor,Bangalore,1286,44,1,Yes,2.18,2103700
9583,58,22,PhD,Mumbai,2187,55,6,No,4.39,2512900
9584,40,8,Diploma,Delhi,1122,36,4,Yes,2.17,922500
9585,23,0,Bachelor,Hyderabad,4638,41,6,Yes,2.04,694600
9586,44,16,Bachelor,Bangalore,3031,39,4,No,3.86,1885100
9587,57,19,Bachelor,Delhi,70,33,2,Yes,3.57,1839100
9588,53,17,Master,Kochi,1619,38,7,Yes,4.64,2031000
9589,46,15,Bachelor,Pune,4237,38,2,Yes,3.88,1628200
9590,34,11,Bachelor,Bangalore,4673,45,3,Yes,2.33,1373600
9591,25,4,Master,Mumbai,4892,46,9,Yes,4.0,1350000
9592,47,9,Master,Delhi,4151,58,6,No,4.53,1686100
9593,59,26,Diploma,Mumbai,448,38,2,Yes,4.45,2310700
9594,47,15,Bachelor,Bangalore,3551,42,3,Yes,4.66,1777100
9595,35,6,Bachelor,Kochi,642,45,9,No,2.79,1093400
9596,55,14,Master,Delhi,4462,58,7,No,3.95,1908500
9597,54,18,Diploma,Bangalore,4095,57,5,Yes,4.4,2028900
9598,47,14,Master,Coimbatore,216,39,6,No,4.19,1834100
9599,24,3,Master,Bangalore,1655,37,7,Yes,3.7,1101300
9600,38,4,Diploma,Kochi,1161,33,6,Yes,2.2,757000
9601,50,14,Bachelor,Mumbai,1840,41,5,Yes,4.9,1770200
9602,45,14,Bachelor,Bangalore,3167,55,9,No,4.25,1955200
9603,29,0,Bachelor,Hyderabad,2549,50,3,No,3.97,767900
9604,23,2,Bachelor,Bangalore,432,55,2,No,3.85,890700
9605,52,20,Master,Chennai,3217,42,9,Yes,2.82,2072700
9606,36,10,Diploma,Mumbai,2255,53,9,No,4.29,1463900
9607,59,18,Bachelor,Coimbatore,789,58,5,No,3.16,1951700
9608,47,11,High School,Bangalore,1446,60,10,Yes,2.07,1356800
9609,40,13,Bachelor,Bangalore,318,30,9,Yes,4.18,1710500
9610,44,10,Diploma,Pune,3296,40,9,No,3.34,1254800
9611,32,2,Diploma,Pune,3162,40,9,No,3.28,835400
9612,60,20,Bachelor,Kochi,4219,54,5,No,2.81,2067900
9613,57,24,Bachelor,Hyderabad,2636,54,0,Yes,4.59,2361600
9614,46,14,Bachelor,Hyderabad,1374,57,7,Yes,3.09,1691400
9615,55,17,Diploma,Coimbatore,1253,40,6,Yes,4.42,1830300
9616,51,16,Bachelor,Mumbai,316,41,5,Yes,3.46,1754200
9617,53,17,Diploma,Bangalore,1777,39,0,Yes,4.09,1714100
9618,46,19,Bachelor,Coimbatore,668,40,0,No,2.22,1745200
9619,54,22,PhD,Chennai,437,54,2,Yes,3.48,2344700
9620,33,0,Master,Chennai,2325,31,4,No,3.82,793400
9621,26,5,Diploma,Kochi,3065,35,8,Yes,4.28,1080100
9622,33,7,Bachelor,Delhi,3692,59,4,No,3.11,1355800
9623,55,22,Bachelor,Mumbai,1424,37,7,No,2.55,2153000
9624,37,13,Bachelor,Delhi,1729,30,3,No,2.31,1363300
9625,38,7,Bachelor,Coimbatore,946,37,9,No,4.8,1376800
9626,36,7,PhD,Mumbai,1753,36,6,No,3.06,1312300
9627,54,24,Bachelor,Pune,1422,53,0,No,3.3,2221000
9628,32,9,Bachelor,Kochi,4540,59,5,No,3.61,1461300
9629,37,10,Bachelor,Chennai,4510,58,0,No,2.19,1374600
9630,41,11,Bachelor,Delhi,1212,46,10,No,3.19,1495900
